OTU ID	sample1	sample2	sample3	sample4	sample5	taxonomy
OTU_1652	0	0	1	0	0	77.3%|Archaeosporales_sp|HE775353|SH240754.06FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Archaeosporales;f__unidentified;g__unidentified;s__Archaeosporales_sp
OTU_1657	47	0	0	0	5	83.43%|Eremascus_albus|U18359|SH452665.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Incertae_sedis;f__Eremascaceae;g__Eremascus;s__Eremascus_albus
OTU_1659	0	2	0	0	0	100%|Bullera_coprosmae|AF314985|SH197185.06FU|refs|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Bullera;s__Bullera_coprosmae
OTU_166	36	73	37	21	34	100%|Phialophora_alba|AB190382|SH240810.06FU|reps|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phialophora;s__Phialophora_alba
OTU_1664	1	0	0	1	0	95.45%|uncultured_Cladophialophora|FJ440874|SH025802.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__uncultured_Cladophialophora
OTU_1669	0	0	1	0	0	94.59%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1678	4	13	0	0	9	96.2%|Sebacinaceae_sp|FJ378739|SH030889.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__unidentified;s__Sebacinaceae_sp
OTU_168	1	0	1	0	0	97.77%|Pachyphloeus_sp|DQ990873|SH232473.06FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Pachyphloeus;s__Pachyphloeus_sp
OTU_1686	3	0	0	0	0	98.98%|Cortinariaceae_sp|JX630353|SH221843.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__unidentified;s__Cortinariaceae_sp
OTU_1689	2	1	1	0	3	100%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_169	0	0	0	0	1	100%|Tuber_sp|AY634174|SH206355.06FU|reps|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Tuberaceae;g__Tuber;s__Tuber_sp
OTU_1692	67	289	12	24	67	96.07%|Sporidiobolales_sp|AY970086|SH018070.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__unidentified;g__unidentified;s__Sporidiobolales_sp
OTU_1696	1	0	0	0	0	91.74%|uncultured_fungus|KC965558|SH024369.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1699	0	0	0	0	2	95.18%|Coprinellus_sp|GU187887|SH239398.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus;s__Coprinellus_sp
OTU_17	1	2	0	0	1	79.56%|uncultured_ascomycete_from_Acaulospora_colossica_spore_IVA13|AF133790|SH431392.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_ascomycete_from_Acaulospora_colossica_spore_IVA13
OTU_1708	81	0	2077	131	884	100%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_171	0	0	0	0	1	80%|Vrystaatia_aloeicola|KF251278|SH025760.06FU|refs_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Vrystaatia;s__Vrystaatia_aloeicola
OTU_1712	1	5	1	0	2	88.6%|ascomycete_sp_MA_4907|AJ972826|SH025761.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__ascomycete_sp_MA_4907
OTU_1713	1	0	0	0	0	76.42%|Ramularia_sp_KACC_42532|EF600976|SH439141.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae;g__Ramularia;s__Ramularia_sp_KACC_42532
OTU_1719	137	264	0	0	29	71.35%|Penicillium_funiculosum|JN942854|SH455500.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_funiculosum
OTU_1720	0	2	5	6140	23	100%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1723	0	0	0	0	0	75.51%|uncultured_Archaeospora|AM420386|SH037851.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Archaeosporales;f__Archaeosporaceae;g__unidentified;s__uncultured_Archaeospora
OTU_1724	16	0	0	0	1	100%|Scleroderma_areolatum|EU784408|SH434269.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_areolatum
OTU_1729	1	0	0	0	0	99.56%|Lepista_nuda|JN021061|SH216250.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Lepista;s__Lepista_nuda
OTU_1731	0	0	3	0	0	96.94%|Cetraspora_gilmorei|FN547622|SH198341.06FU|refs|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Gigasporaceae;g__Cetraspora;s__Cetraspora_gilmorei
OTU_1736	8	0	12	4	15	91.67%|Cystofilobasidiales_sp|EF434091|SH006188.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__unidentified;g__unidentified;s__Cystofilobasidiales_sp
OTU_1739	0	0	0	0	0	100%|Helotiales_sp|JF449683|SH012090.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__unidentified;g__unidentified;s__Helotiales_sp
OTU_1741	23	38	1	0	7	91.43%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1742	0	0	0	0	1	99.1%|Rhizopogon_roseolus|AJ307681|SH001018.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon;s__Rhizopogon_roseolus
OTU_1743	7	0	0	0	1	94.62%|uncultured_Cladophialophora|FJ440874|SH025802.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__unidentified;s__uncultured_Cladophialophora
OTU_1744	0	0	0	0	2	100%|Scleroderma_areolatum|EU784408|SH434269.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Sclerodermataceae;g__Scleroderma;s__Scleroderma_areolatum
OTU_1748	2	7	1	0	3	100%|Crocicreas_cyathoideum_var._cyathoideum|FJ005103|SH239946.06FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Crocicreas;s__Crocicreas_cyathoideum_var._cyathoideum
OTU_1749	0	0	6	0	4	97.69%|uncultured_Archaeospora|AM420405|SH031822.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Archaeosporales;f__Archaeosporaceae;g__unidentified;s__uncultured_Archaeospora
OTU_1752	1	0	0	0	0	99.46%|uncultured_ectomycorrhizal_fungus|AB636441|SH031108.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_ectomycorrhizal_fungus
OTU_1757	0	0	3	1	0	96.84%|Cortinarius_sp|HQ022045|SH221862.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_sp
OTU_176	0	0	92	0	176	92.38%|Cortinarius_papulosus|FJ039668|SH220436.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius;s__Cortinarius_papulosus
OTU_1771	1	1	1	1	2	94.42%|Leptodontidium_sp_C_BESC_184l|KC007229|SH034136.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis;g__Leptodontidium;s__Leptodontidium_sp_C_BESC_184l
OTU_1776	3	0	0	0	0	100%|Typhula_maritima|AB375430|SH208525.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Typhulaceae;g__Typhula;s__Typhula_maritima
OTU_1777	10	96	0	0	4	97.4%|Glomeraceae|EU350773|SH236806.06FU|reps|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__uncultured_Glomus
OTU_1788	3	0	9	0	0	73.79%|Blastobotrys_adeninivorans|DQ898168|SH238458.06FU|refs|k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Trichomonascaceae;g__Blastobotrys;s__Blastobotrys_adeninivorans
OTU_1789	1	0	1	0	0	98.15%|Sebacinaceae_sp|EU909219|SH209712.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__unidentified;s__Sebacinaceae_sp
OTU_179	0	0	0	0	0	98.94%|Ascomycota_sp|KC411994|SH241580.06FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_1793	0	0	6	0	0	98.63%|Ascomycota_sp|JX042915|SH221644.06FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_1794	1	0	0	0	0	98.66%|Agaricales_sp|JQ393058|SH190730.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__unidentified;g__unidentified;s__Agaricales_sp
OTU_1795	149	842	3	8	109	78.67%|uncultured_Mortierella|HQ212285|SH017872.06FU|reps_singleton|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mortierellales;f__Mortierellaceae;g__unidentified;s__uncultured_Mortierella
OTU_18	0	0	0	0	0	96.02%|Sistotrema_sp|DQ974821|SH198005.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae;g__Sistotrema;s__Sistotrema_sp
OTU_180	7	0	19	0	6	99.24%|uncultured_Paraglomus|AJ872033|SH009838.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Paraglomerales;f__unidentified;g__unidentified;s__uncultured_Paraglomus
OTU_1800	0	0	2	0	0	100%|uncultured_fungus|EU516784|SH433751.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1801	0	0	0	0	1	97.56%|uncultured_Glomus|FJ554264|SH008468.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__unidentified;s__uncultured_Glomus
OTU_1802	0	0	0	0	10	83.7%|Hypocrea_psychrophila|AY744686|SH210786.06FU|reps|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypocrea;s__Hypocrea_psychrophila
OTU_1804	0	0	3	0	2	100%|Drechslera_sp_3449|FN393416|SH022498.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Drechslera;s__Drechslera_sp_3449
OTU_1809	0	0	0	0	0	100%|Mycenastrum_corium|EU833666|SH191508.06FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Mycenastrum;s__Mycenastrum_corium
OTU_1810	36	233	0	0	41	80.15%|Lecanoromycetes_sp|EF373563|SH032883.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__unidentified;f__unidentified;g__unidentified;s__Lecanoromycetes_sp
OTU_1813	4	0	6	2	0	98.89%|Ascomycota_sp|AY262038|SH199488.06FU|reps|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp
OTU_1815	0	2	9	3	6	100%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1817	0	1	0	0	0	90.91%|Derxomyces_sp_LTD_2009a|AB508840|SH457761.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Derxomyces;s__Derxomyces_sp_LTD_2009a
OTU_1819	2	9	2	1	2	96.46%|uncultured_Ascomycota|EU490177|SH448591.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1821	8	18	0	0	2	97.47%|Mortierellales_sp|HQ022018|SH008701.06FU|reps_singleton|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mortierellales;f__unidentified;g__unidentified;s__Mortierellales_sp
OTU_1822	0	0	1	0	0	84.31%|Glomeromycota_sp|JX096602|SH238503.06FU|reps|k__Fungi;p__Glomeromycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Glomeromycota_sp
OTU_1827	3	8	8	6	5	92.31%|Clavariaceae_sp|GU328564|SH009857.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__unidentified;s__Clavariaceae_sp
OTU_1830	216	347	1	23	157	76.42%|uncultured_fungus|EU292413|SH434675.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1831	0	0	0	0	0	98.01%|uncultured_fungus|EU516926|SH012272.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1836	1	13	0	0	3	100%|Sporidiobolales_sp|HM014036|SH196708.06FU|reps|k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__unidentified;g__unidentified;s__Sporidiobolales_sp
OTU_1837	2	0	0	0	0	81.25%|Archaeorhizomyces_sp|GQ160027|SH024364.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp
OTU_1841	68	10	26	4	39	80.89%|Entrophospora_sp_JJ38|AY035644|SH431532.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Entrophospora;s__Entrophospora_sp_JJ38
OTU_1842	0	0	15	0	1	100%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1848	0	0	0	1	0	97.09%|uncultured_Archaeosporales|JN581966|SH031825.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Archaeosporales;f__unidentified;g__unidentified;s__uncultured_Archaeosporales
OTU_1849	2	0	0	0	0	94.44%|uncultured_soil_fungus|HQ022226|SH446330.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_soil_fungus
OTU_1850	2	1	11	0	1	98.04%|Sebacinaceae_sp|JN198005|SH231678.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__unidentified;s__Sebacinaceae_sp
OTU_1855	0	0	0	0	0	86.96%|uncultured_fungus|HG327899|SH439764.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1857	10	20	26	1	35	89.19%|Archaeorhizomyces_sp|FJ013071|SH037795.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp
OTU_1858	0	0	0	0	0	93.3%|uncultured_Archaeospora|AM420405|SH031822.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Archaeosporales;f__Archaeosporaceae;g__unidentified;s__uncultured_Archaeospora
OTU_1859	0	2	0	0	0	93.83%|uncultured_Archaeospora|AM420391|SH031824.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Archaeosporales;f__Archaeosporaceae;g__unidentified;s__uncultured_Archaeospora
OTU_1862	0	0	0	0	0	93.94%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1863	0	0	0	0	1	100%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1865	0	0	0	1	0	94.59%|uncultured_ectomycorrhizal_fungus|JX043210|SH441584.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_ectomycorrhizal_fungus
OTU_1866	0	0	3	0	2	100%|Penicillium_soppii|AF033488|SH261187.06FU|refs|k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium;s__Penicillium_soppii
OTU_1869	0	1	0	0	0	100%|Agaricales_sp|DQ221109|SH193811.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__unidentified;g__unidentified;s__Agaricales_sp
OTU_1870	0	3	0	0	1	96.44%|Tulostoma_fimbriatum|UDB018800|SH003152.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Tulostoma;s__Tulostoma_fimbriatum
OTU_1872	1	3	0	0	3	89.19%|Derxomyces_sp_LTD_2009a|AB508840|SH457761.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Derxomyces;s__Derxomyces_sp_LTD_2009a
OTU_1873	0	0	56	0	0	100%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1874	0	1	0	0	0	100%|Myriangiales_sp|EF419944|SH230159.06FU|reps|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__unidentified;g__unidentified;s__Myriangiales_sp
OTU_1877	0	0	0	0	2	100%|Massarina_sp_JP_2013|JX981477|SH018317.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Massarina;s__Massarina_sp_JP_2013
OTU_1883	11	0	0	0	3	97.82%|Hygrocybe_conica|JN021031|SH200845.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Hygrocybe;s__Hygrocybe_conica
OTU_1884	0	0	23	6	10	93.37%|zygomycete_sp_olrim272|AY805543|SH009731.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__zygomycete_sp_olrim272
OTU_1885	41	161	44	13	53	100%|Derxomyces_sp_LTD_2009a|AB508840|SH457761.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Derxomyces;s__Derxomyces_sp_LTD_2009a
OTU_1889	1	0	0	0	0	97.74%|Archaeorhizomyces_sp|GQ159968|SH024379.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Archaeorhizomycetes;o__Archaeorhizomycetales;f__Archaeorhizomycetaceae;g__Archaeorhizomyces;s__Archaeorhizomyces_sp
OTU_1890	0	0	2	0	0	76.64%|uncultured_fungus|EF434057|SH033109.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1891	0	1	0	0	0	100%|Sistotremastrum_guttuliferum|JX310445|SH218005.06FU|refs|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Sistotremastrum;s__Sistotremastrum_guttuliferum
OTU_1894	0	2	0	0	0	90.73%|Peziza_sp_RH1314|JX414199|SH034067.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Peziza;s__Peziza_sp_RH1314
OTU_1895	0	0	2	0	1	100%|uncultured_fungus|KC965339|SH026962.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1902	0	1	0	0	1	93.75%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1903	1	0	1	0	0	88.28%|Chlorociboria_halonata|AY755354|SH237309.06FU|reps|k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis;g__Chlorociboria;s__Chlorociboria_halonata
OTU_1904	0	0	0	0	0	98.39%|Frantisekia_mentschulensis|JN710544|SH218637.06FU|reps|k__Fungi;p__Basidiomycota;c__Incertae_sedis;o__Incertae_sedis;f__Incertae_sedis;g__Frantisekia;s__Frantisekia_mentschulensis
OTU_1906	0	2	0	0	0	84.54%|Cerinomyces_canadensis|AB712441|SH455479.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Dacrymycetes;o__Dacrymycetales;f__Dacrymycetaceae;g__Cerinomyces;s__Cerinomyces_canadensis
OTU_1909	1	0	0	0	0	91.52%|uncultured_fungus|GU187865|SH434850.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_191	0	0	3	0	0	97.53%|Phoma_paspali|FJ427048|SH233949.06FU|refs|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Incertae_sedis;g__Phoma;s__Phoma_paspali
OTU_1911	21	63	11	1	15	85.56%|uncultured_fungus|FJ237202|SH436124.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1914	1	2	0	0	0	100%|Tricholoma_populinum|JN019637|SH031567.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma;s__Tricholoma_populinum
OTU_1917	5	0	101	52	36	85.89%|Entoloma_sp|FJ440885|SH010870.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_sp
OTU_1925	0	0	78	7	48	96.7%|Sordariales_sp|GU055638|SH033341.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__unidentified;g__unidentified;s__Sordariales_sp
OTU_1926	0	0	0	0	0	94.12%|Ascomycota_sp_AR_2010|HQ607913|SH020431.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp_AR_2010
OTU_1927	1	0	0	0	0	90.48%|Derxomyces_sp_LTD_2009a|AB508840|SH457761.06FU|reps_singleton|k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis;g__Derxomyces;s__Derxomyces_sp_LTD_2009a
OTU_193	0	2	0	0	1	98.7%|fungal_endophyte_sp_AP771|FM200760|SH452574.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__fungal_endophyte_sp_AP771
OTU_1932	0	0	0	0	2	94.12%|Ascomycota_sp_AR_2010|HQ607913|SH020431.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Ascomycota_sp_AR_2010
OTU_1936	0	0	555	9	259	77.78%|Fungi_sp|UDB014586|SH036927.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__Fungi_sp
OTU_1946	0	0	0	0	0	100%|Massarina_sp_JP_2013|JX981477|SH018317.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Massarinaceae;g__Massarina;s__Massarina_sp_JP_2013
OTU_1948	1	0	0	0	0	100%|uncultured_fungus|EF159184|SH019040.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1954	1	7	0	0	3	92.68%|Syzygites_megalocarpus|FJ481032|SH013418.06FU|reps_singleton|k__Fungi;p__Zygomycota;c__Incertae_sedis;o__Mucorales;f__Incertae_sedis;g__Syzygites;s__Syzygites_megalocarpus
OTU_1955	22	17	11	4	8	99.52%|Fibroporia_vaillantii|EU232188|SH205666.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Fomitopsidaceae;g__Fibroporia;s__Fibroporia_vaillantii
OTU_1956	5	32	10	7	17	75.86%|uncultured_fungus|KC966088|SH441311.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1958	0	2	0	0	0	91.87%|Trechispora_sp|EU490099|SH228892.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora;s__Trechispora_sp
OTU_1963	2	0	0	1	0	100%|uncultured_fungus|KC965399|SH451013.06FU|reps_singleton|k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_fungus
OTU_1966	1	1	0	0	0	99.52%|Bjerkandera_sp|FJ820598|SH210628.06FU|reps|k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Bjerkandera;s__Bjerkandera_sp
OTU_1969	1	1	0	0	0	100%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1971	0	0	0	0	1	100%|uncultured_Ascomycota|FN562038|SH449221.06FU|reps_singleton|k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__uncultured_Ascomycota
OTU_1975	709	340	173	0	188	82.14%|Glomeromycetes_sp|HQ829352|SH441493.06FU|reps_singleton|k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__unidentified;f__unidentified;g__unidentified;s__Glomeromycetes_sp
